127.0.0.1 - - [25/Sep/2024:14:32:30 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/ HTTP/1.1" 200 28394
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/img/logo-bootstrap-shoping-cart.png HTTP/1.1" 200 10547
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/js/bootstrap.min.js HTTP/1.1" 200 28631
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/css/bootstrap.css/ HTTP/1.1" 200 127343
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/style.css HTTP/1.1" 200 7801
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/font-awesome/css/font-awesome.css HTTP/1.1" 200 27232
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/js/jquery.js HTTP/1.1" 200 94839
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/js/shop.js HTTP/1.1" 200 750
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/js/jquery.scrollTo-1.4.3.1-min.js HTTP/1.1" 200 2434
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/js/jquery.easing-1.3.min.js HTTP/1.1" 200 3436
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/assets/img/white_leather.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:30 +0700] "GET /DiamonShop/assets/user/font-awesome/font/fontawesome-webfont.woff?v=3.2.1 HTTP/1.1" 200 43572
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/dang-ki HTTP/1.1" 200 14279
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/paypal.jpg HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/bootstrap-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:34 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "POST /DiamonShop/dang-ki HTTP/1.1" 200 14279
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/paypal.jpg HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/bootstrap-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:32:57 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "POST /DiamonShop/dang-nhap HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/trang-chu?status=%3F%3Fng+k%ED+t%E0i+kho%3Fn+th%E0nh+c%F4ng%21 HTTP/1.1" 200 27707
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:03 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/AddCart/10 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/trang-chu?status=%3F%3Fng+k%ED+t%E0i+kho%3Fn+th%E0nh+c%F4ng%21 HTTP/1.1" 200 27719
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:22 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/AddCart/7 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/trang-chu?status=%3F%3Fng+k%ED+t%E0i+kho%3Fn+th%E0nh+c%F4ng%21 HTTP/1.1" 200 27715
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/bootstrap-ecommerce-templates.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/1.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/4.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/3.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/2.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/shopping-cart-template.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/mc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/pp.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/maestro.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/5.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/6.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/visa.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:25 +0700] "GET /DiamonShop/assets/img/disc.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [25/Sep/2024:14:33:29 +0700] "GET /DiamonShop/AddCart/8 HTTP/1.1" 302 -
